Outlet_Size,Outlet_Location_Type,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Type,Item_Outlet_Sales
Small,Tier 2,Regular,0.117462619,Snack Foods,158.9578,OUT035,Supermarket Type1,2246.4092
Small,Tier 2,Regular,0.142511272,Breads,158.7578,OUT035,Supermarket Type1,2246.4092
Medium,Tier 3,Low Fat,0.01785932,Frozen Foods,160.6578,OUT018,Supermarket Type2,2246.4092
Medium,Tier 1,Low Fat,0.017814518,Frozen Foods,159.8578,OUT049,Supermarket Type1,2246.4092
Small,Tier 1,Low Fat,0.065810045,Frozen Foods,149.105,OUT046,Supermarket Type1,2247.075
High,Tier 3,Regular,0.0467696,Canned,141.1838,OUT013,Supermarket Type1,2247.7408
Medium,Tier 3,Low Fat,0.110459828,Fruits and Vegetables,172.108,OUT018,Supermarket Type2,2250.404
Medium,Tier 3,Regular,0.145631695,Fruits and Vegetables,172.808,OUT018,Supermarket Type2,2250.404
High,Tier 3,Regular,0.034382602,Baking Goods,96.5726,OUT013,Supermarket Type1,2251.0698
Medium,Tier 3,Regular,0.085622362,Meat,119.4124,OUT018,Supermarket Type2,2251.7356
Medium,Tier 1,Low Fat,0.033160417,Household,119.6124,OUT049,Supermarket Type1,2251.7356
Medium,Tier 1,Low Fat,0.122684413,Canned,132.2942,OUT049,Supermarket Type1,2252.4014
High,Tier 3,Regular,0.008027701,Frozen Foods,81.1618,OUT013,Supermarket Type1,2255.7304
Medium,Tier 3,Regular,0.17417636,Meat,148.9708,OUT018,Supermarket Type2,2257.062
Small,Tier 1,Low Fat,0.040945898,Snack Foods,143.1496,OUT046,Supermarket Type1,2258.3936
Small,Tier 1,Regular,0.047801883,Frozen Foods,127.4362,OUT046,Supermarket Type1,2265.0516
Small,Tier 2,Regular,0.009866049,Meat,151.1366,OUT035,Supermarket Type1,2267.049
Medium,Tier 3,Low Fat,0.039405676,Household,149.8366,OUT018,Supermarket Type2,2267.049
Small,Tier 1,Low Fat,0.054234197,Snack Foods,142.0154,OUT046,Supermarket Type1,2269.0464
Medium,Tier 3,Regular,0.128247408,Dairy,121.844,OUT018,Supermarket Type2,2277.036
Small,Tier 1,Low Fat,0.072881535,Fruits and Vegetables,191.353,OUT046,Supermarket Type1,2277.036
Medium,Tier 3,Low Fat,0.07136748,Soft Drinks,111.8518,OUT018,Supermarket Type2,2277.036
High,Tier 3,Regular,0.049594299,Fruits and Vegetables,77.0644,OUT013,Supermarket Type1,2278.3676
Medium,Tier 1,Low Fat,0.023876985,Dairy,97.4042,OUT049,Supermarket Type1,2281.6966
Medium,Tier 3,Low Fat,0.061226969,Household,253.0698,OUT018,Supermarket Type2,2283.0282
High,Tier 3,Regular,0.039811272,Fruits and Vegetables,191.3188,OUT013,Supermarket Type1,2285.0256
Small,Tier 1,Low Fat,0.037826873,Soft Drinks,189.7188,OUT046,Supermarket Type1,2285.0256
Small,Tier 1,Regular,0.056465714,Breads,103.6648,OUT046,Supermarket Type1,2285.0256
High,Tier 3,Low Fat,0.120180894,Others,141.447,OUT013,Supermarket Type1,2290.352
Small,Tier 2,Low Fat,0.091745951,Snack Foods,229.0352,OUT035,Supermarket Type1,2290.352
Small,Tier 1,Regular,0.024205661,Frozen Foods,114.0176,OUT046,Supermarket Type1,2290.352
Medium,Tier 1,Low Fat,0.010381661,Household,207.8954,OUT049,Supermarket Type1,2292.3494
Medium,Tier 1,Low Fat,0.08509812,Snack Foods,108.2912,OUT049,Supermarket Type1,2293.0152
High,Tier 3,Low Fat,0.02312394,Others,154.634,OUT013,Supermarket Type1,2297.01
Small,Tier 1,Low Fat,0.036140297,Fruits and Vegetables,120.0756,OUT046,Supermarket Type1,2302.3364
High,Tier 3,Regular,0.170141787,Canned,116.7834,OUT013,Supermarket Type1,2303.668
Small,Tier 2,Regular,0.046878474,Baking Goods,109.857,OUT035,Supermarket Type1,2306.997
Small,Tier 2,Low Fat,0.127424932,Canned,208.127,OUT035,Supermarket Type1,2306.997
Medium,Tier 3,Low Fat,0.021811987,Breads,163.6184,OUT018,Supermarket Type2,2311.6576
High,Tier 3,Regular,0.106968096,Fruits and Vegetables,142.6786,OUT013,Supermarket Type1,2311.6576
Small,Tier 2,Low Fat,0.029003459,Household,143.4786,OUT035,Supermarket Type1,2311.6576
High,Tier 3,Low Fat,0.076791671,Household,116.4492,OUT013,Supermarket Type1,2316.984
Small,Tier 2,Low Fat,0.096862255,Household,193.982,OUT035,Supermarket Type1,2316.984
Medium,Tier 3,Regular,0.091283986,Frozen Foods,232.6984,OUT018,Supermarket Type2,2316.984
High,Tier 3,Low Fat,0.038705317,Household,165.0842,OUT013,Supermarket Type1,2320.9788
Medium,Tier 3,Low Fat,0.108633372,Fruits and Vegetables,233.8642,OUT018,Supermarket Type2,2323.642
High,Tier 3,Low Fat,0.090390357,Others,192.1478,OUT013,Supermarket Type1,2324.9736
Medium,Tier 3,Regular,0.027454997,Snack Foods,258.1304,OUT018,Supermarket Type2,2324.9736
Medium,Tier 1,Low Fat,0.058181585,Meat,154.4314,OUT049,Supermarket Type1,2326.971
Medium,Tier 1,Low Fat,0.128405328,Breads,156.4314,OUT049,Supermarket Type1,2326.971
Medium,Tier 3,Low Fat,0.053688479,Dairy,178.3002,OUT018,Supermarket Type2,2328.3026
Medium,Tier 1,Low Fat,0.0,Canned,179.3002,OUT049,Supermarket Type1,2328.3026
Small,Tier 1,Low Fat,0.085274988,Fruits and Vegetables,165.05,OUT046,Supermarket Type1,2330.3
Medium,Tier 3,Low Fat,0.085622362,Fruits and Vegetables,167.25,OUT018,Supermarket Type2,2330.3
High,Tier 3,Regular,0.119077255,Dairy,231.23,OUT013,Supermarket Type1,2330.3
Medium,Tier 3,Low Fat,0.014614357,Soft Drinks,147.3102,OUT018,Supermarket Type2,2332.9632
High,Tier 3,Low Fat,0.028498354,Baking Goods,195.8136,OUT013,Supermarket Type1,2332.9632
Small,Tier 1,Low Fat,0.03050705,Others,180.366,OUT046,Supermarket Type1,2336.958
Medium,Tier 3,Regular,0.030819397,Canned,86.054,OUT018,Supermarket Type2,2336.958
Medium,Tier 1,Low Fat,0.09688421,Fruits and Vegetables,233.5958,OUT049,Supermarket Type1,2336.958
Medium,Tier 1,Regular,0.065999008,Snack Foods,177.966,OUT049,Supermarket Type1,2336.958
Medium,Tier 3,Low Fat,0.036057562,Fruits and Vegetables,260.3278,OUT018,Supermarket Type2,2342.9502
Medium,Tier 1,Regular,0.008204465,Canned,99.8674,OUT049,Supermarket Type1,2342.9502
Medium,Tier 1,Low Fat,0.052121825,Health and Hygiene,104.828,OUT049,Supermarket Type1,2343.616
Medium,Tier 1,Regular,0.063429818,Dairy,179.4318,OUT049,Supermarket Type1,2345.6134
High,Tier 3,Regular,0.063278652,Dairy,182.1318,OUT013,Supermarket Type1,2345.6134
Medium,Tier 1,Low Fat,0.07607772,Baking Goods,112.4544,OUT049,Supermarket Type1,2348.9424
Medium,Tier 3,Low Fat,0.061434045,Household,130.9968,OUT018,Supermarket Type2,2348.9424
Small,Tier 2,Regular,0.059716729,Fruits and Vegetables,130.9968,OUT035,Supermarket Type1,2348.9424
Small,Tier 2,Low Fat,0.0,Snack Foods,197.2452,OUT035,Supermarket Type1,2348.9424
Medium,Tier 1,Regular,0.022093019,Meat,195.9452,OUT049,Supermarket Type1,2348.9424
High,Tier 3,Low Fat,0.088750333,Frozen Foods,196.5452,OUT013,Supermarket Type1,2348.9424
Medium,Tier 3,Low Fat,0.043740308,Fruits and Vegetables,145.3418,OUT018,Supermarket Type2,2354.2688
Small,Tier 1,Low Fat,0.054056927,Snack Foods,116.8466,OUT046,Supermarket Type1,2356.932
Small,Tier 2,Regular,0.012455787,Meat,197.511,OUT035,Supermarket Type1,2356.932
Small,Tier 1,Low Fat,0.026181893,Fruits and Vegetables,167.0474,OUT046,Supermarket Type1,2358.2636
Small,Tier 2,Regular,0.048518008,Baking Goods,132.9626,OUT035,Supermarket Type1,2360.9268
Small,Tier 2,Low Fat,0.016104504,Health and Hygiene,130.2626,OUT035,Supermarket Type1,2360.9268
Small,Tier 2,Low Fat,0.025988508,Frozen Foods,146.6076,OUT035,Supermarket Type1,2364.9216
Small,Tier 1,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,Supermarket Type1,2364.9216
Medium,Tier 3,Regular,0.055451725,Canned,122.6046,OUT018,Supermarket Type2,2365.5874
Medium,Tier 3,Regular,0.019590769,Dairy,261.591,OUT018,Supermarket Type2,2366.919
Medium,Tier 1,Regular,0.045835395,Snack Foods,168.2132,OUT049,Supermarket Type1,2367.5848
High,Tier 3,Low Fat,0.052025392,Snack Foods,118.4124,OUT013,Supermarket Type1,2370.248
High,Tier 3,Low Fat,0.066727717,Frozen Foods,181.6292,OUT013,Supermarket Type1,2371.5796
Small,Tier 2,Low Fat,0.070555571,Household,216.0192,OUT035,Supermarket Type1,2372.9112
Small,Tier 2,Low Fat,0.073354286,Others,66.8142,OUT035,Supermarket Type1,2372.9112
Medium,Tier 1,Regular,0.0,Breads,101.699,OUT049,Supermarket Type1,2373.577
Medium,Tier 3,Low Fat,0.049520593,Fruits and Vegetables,147.3734,OUT018,Supermarket Type2,2375.5744
Small,Tier 2,Regular,0.00552947,Fruits and Vegetables,169.279,OUT035,Supermarket Type1,2376.906
Medium,Tier 3,Low Fat,0.046043736,Frozen Foods,140.618,OUT018,Supermarket Type2,2376.906
High,Tier 3,Low Fat,0.0,Household,169.379,OUT013,Supermarket Type1,2376.906
Small,Tier 2,Regular,0.022914478,Fruits and Vegetables,181.195,OUT035,Supermarket Type1,2380.235
Small,Tier 1,Low Fat,0.115167579,Soft Drinks,199.8084,OUT046,Supermarket Type1,2380.9008
Medium,Tier 1,Regular,0.035205866,Fruits and Vegetables,171.3448,OUT049,Supermarket Type1,2386.2272
Small,Tier 1,Regular,0.146662938,Frozen Foods,138.6838,OUT046,Supermarket Type1,2388.2246
Small,Tier 2,Regular,0.105287746,Baking Goods,103.2648,OUT035,Supermarket Type1,2388.8904
Medium,Tier 1,Low Fat,0.053527105,Health and Hygiene,185.1608,OUT049,Supermarket Type1,2388.8904
Small,Tier 2,Regular,0.143990173,Dairy,239.6222,OUT035,Supermarket Type1,2390.222
Small,Tier 1,Regular,0.123428594,Snack Foods,89.1514,OUT046,Supermarket Type1,2390.8878
Medium,Tier 1,Regular,0.12953868,Seafood,240.288,OUT049,Supermarket Type1,2396.88
Small,Tier 1,Regular,0.067953506,Dairy,119.044,OUT046,Supermarket Type1,2396.88
Small,Tier 2,Low Fat,0.041730507,Frozen Foods,109.2912,OUT035,Supermarket Type1,2402.2064
Small,Tier 2,Regular,0.017627888,Starchy Foods,239.6538,OUT035,Supermarket Type1,2403.538
Medium,Tier 1,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,Supermarket Type1,2404.2038
High,Tier 3,Low Fat,0.139436695,Dairy,103.0306,OUT013,Supermarket Type1,2404.2038
Small,Tier 1,Low Fat,0.041921462,Snack Foods,92.3462,OUT046,Supermarket Type1,2406.2012
Small,Tier 1,Regular,0.117484834,Snack Foods,158.5578,OUT046,Supermarket Type1,2406.867
High,Tier 3,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,Supermarket Type1,2406.867
High,Tier 3,Regular,0.020989132,Snack Foods,158.6578,OUT013,Supermarket Type1,2406.867
Medium,Tier 3,Low Fat,0.036474041,Dairy,218.3482,OUT018,Supermarket Type2,2409.5302
Medium,Tier 3,Regular,0.013551445,Snack Foods,142.0154,OUT018,Supermarket Type2,2410.8618
Medium,Tier 3,Regular,0.032308482,Canned,185.224,OUT018,Supermarket Type2,2423.512
Small,Tier 2,Low Fat,0.0,Soft Drinks,153.0024,OUT035,Supermarket Type1,2428.8384
High,Tier 3,Low Fat,0.021232318,Soft Drinks,151.1024,OUT013,Supermarket Type1,2428.8384
Small,Tier 2,Low Fat,0.047178116,Baking Goods,99.4016,OUT035,Supermarket Type1,2428.8384
Medium,Tier 1,Low Fat,0.02128304,Soft Drinks,153.5024,OUT049,Supermarket Type1,2428.8384
High,Tier 3,Low Fat,0.055943697,Health and Hygiene,150.6024,OUT013,Supermarket Type1,2428.8384
Small,Tier 2,Low Fat,0.008559557,Health and Hygiene,117.2492,OUT035,Supermarket Type1,2432.8332
Medium,Tier 1,Regular,0.058365706,Frozen Foods,82.1908,OUT049,Supermarket Type1,2432.8332
Medium,Tier 1,Low Fat,0.046447328,Breads,121.5414,OUT049,Supermarket Type1,2436.828
Medium,Tier 1,Regular,0.049051717,Fruits and Vegetables,152.4682,OUT049,Supermarket Type1,2439.4912
Medium,Tier 1,Low Fat,0.027101431,Soft Drinks,151.7682,OUT049,Supermarket Type1,2439.4912
Medium,Tier 1,Low Fat,0.020952705,Hard Drinks,143.5128,OUT049,Supermarket Type1,2444.8176
Medium,Tier 1,Regular,0.025966531,Meat,102.2674,OUT049,Supermarket Type1,2444.8176
Small,Tier 1,Low Fat,0.034874689,Household,161.721,OUT046,Supermarket Type1,2446.815
Medium,Tier 1,Low Fat,0.01950565,Others,163.921,OUT049,Supermarket Type1,2446.815
Medium,Tier 1,Low Fat,0.023179181,Others,154.034,OUT049,Supermarket Type1,2450.144
Small,Tier 1,Regular,0.041557653,Fruits and Vegetables,124.5072,OUT046,Supermarket Type1,2450.144
Small,Tier 1,Low Fat,0.037581243,Fruits and Vegetables,175.5054,OUT046,Supermarket Type1,2451.4756
Small,Tier 1,Low Fat,0.173516063,Fruits and Vegetables,128.1652,OUT046,Supermarket Type1,2454.1388
Small,Tier 1,Low Fat,0.104878967,Snack Foods,164.8868,OUT046,Supermarket Type1,2456.802
High,Tier 3,Regular,0.131973625,Fruits and Vegetables,187.9872,OUT013,Supermarket Type1,2458.1336
Medium,Tier 1,Low Fat,0.012467648,Fruits and Vegetables,188.1872,OUT049,Supermarket Type1,2458.1336
Medium,Tier 3,Low Fat,0.010480751,Canned,116.5808,OUT018,Supermarket Type2,2460.7968
High,Tier 3,Regular,0.060615254,Breakfast,174.0712,OUT013,Supermarket Type1,2460.7968
Small,Tier 1,Low Fat,0.075959623,Baking Goods,112.4544,OUT046,Supermarket Type1,2460.7968
Medium,Tier 3,Regular,0.057221177,Fruits and Vegetables,225.4088,OUT018,Supermarket Type2,2460.7968
Small,Tier 1,Low Fat,0.046559448,Health and Hygiene,100.5384,OUT046,Supermarket Type1,2463.46
Medium,Tier 1,Regular,0.009636821,Dairy,121.873,OUT049,Supermarket Type1,2463.46
Small,Tier 1,Low Fat,0.058935522,Household,246.646,OUT046,Supermarket Type1,2463.46
High,Tier 3,Low Fat,0.042175992,Household,106.4938,OUT013,Supermarket Type1,2465.4574
High,Tier 3,Low Fat,0.082170947,Soft Drinks,190.953,OUT013,Supermarket Type1,2466.789
Small,Tier 2,Low Fat,0.119428052,Meat,190.853,OUT035,Supermarket Type1,2466.789
Medium,Tier 1,Low Fat,0.163233667,Hard Drinks,144.6444,OUT049,Supermarket Type1,2467.4548
High,Tier 3,Regular,0.060376776,Frozen Foods,154.5656,OUT013,Supermarket Type1,2471.4496
Small,Tier 2,Low Fat,0.075713578,Household,156.4656,OUT035,Supermarket Type1,2471.4496
High,Tier 3,Low Fat,0.041330512,Fruits and Vegetables,115.8466,OUT013,Supermarket Type1,2474.7786
Medium,Tier 3,Regular,0.023626808,Meat,223.2404,OUT018,Supermarket Type2,2475.4444
Small,Tier 2,Regular,0.009057132,Canned,104.099,OUT035,Supermarket Type1,2476.776
Medium,Tier 1,Low Fat,0.175352413,Soft Drinks,147.4102,OUT049,Supermarket Type1,2478.7734
Medium,Tier 3,Low Fat,0.139985583,Snack Foods,145.276,OUT018,Supermarket Type2,2490.092
Small,Tier 1,Low Fat,0.020714523,Fruits and Vegetables,124.2046,OUT046,Supermarket Type1,2490.092
High,Tier 3,Low Fat,0.052766297,Snack Foods,189.7504,OUT013,Supermarket Type1,2492.7552
Medium,Tier 1,Regular,0.0,Fruits and Vegetables,193.0504,OUT049,Supermarket Type1,2492.7552
Medium,Tier 1,Low Fat,0.187850233,Canned,146.5418,OUT049,Supermarket Type1,2501.4106
High,Tier 3,Regular,0.009930514,Snack Foods,157.463,OUT013,Supermarket Type1,2503.408
Medium,Tier 3,Low Fat,0.064030636,Frozen Foods,154.463,OUT018,Supermarket Type2,2503.408
Medium,Tier 1,Low Fat,0.071540443,Snack Foods,210.6612,OUT049,Supermarket Type1,2508.7344
Medium,Tier 1,Regular,0.0,Snack Foods,193.482,OUT049,Supermarket Type1,2510.066
High,Tier 3,Low Fat,0.045166237,Frozen Foods,178.666,OUT013,Supermarket Type1,2516.724
Small,Tier 1,Low Fat,0.049067877,Snack Foods,115.6176,OUT046,Supermarket Type1,2519.3872
Medium,Tier 1,Low Fat,0.053372768,Canned,149.5734,OUT049,Supermarket Type1,2524.0478
Medium,Tier 1,Low Fat,0.081290366,Fruits and Vegetables,147.3734,OUT049,Supermarket Type1,2524.0478
Medium,Tier 1,Low Fat,0.117818348,Snack Foods,192.9136,OUT049,Supermarket Type1,2527.3768
Small,Tier 1,Regular,0.128816212,Starchy Foods,96.4068,OUT046,Supermarket Type1,2527.3768
High,Tier 3,Low Fat,0.044871033,Health and Hygiene,140.3838,OUT013,Supermarket Type1,2528.7084
Small,Tier 2,Low Fat,0.125756824,Fruits and Vegetables,87.1198,OUT035,Supermarket Type1,2529.3742
Small,Tier 2,Low Fat,0.026180032,Household,120.7098,OUT035,Supermarket Type1,2530.7058
Small,Tier 2,Regular,0.021453493,Fruits and Vegetables,120.3098,OUT035,Supermarket Type1,2530.7058
Medium,Tier 1,Low Fat,0.026225693,Household,119.0098,OUT049,Supermarket Type1,2530.7058
Small,Tier 2,Low Fat,0.092576144,Breads,121.0098,OUT035,Supermarket Type1,2530.7058
Small,Tier 1,Low Fat,0.025953257,Household,179.5976,OUT046,Supermarket Type1,2535.3664
Medium,Tier 1,Low Fat,0.036729122,Frozen Foods,179.7976,OUT049,Supermarket Type1,2535.3664
High,Tier 3,Low Fat,0.021358889,Breakfast,232.3326,OUT013,Supermarket Type1,2541.3586
Small,Tier 2,Low Fat,0.06911065,Snack Foods,109.0228,OUT035,Supermarket Type1,2542.0244
Small,Tier 2,Regular,0.106731895,Baking Goods,183.6634,OUT035,Supermarket Type1,2544.6876
High,Tier 3,Low Fat,0.06575528,Frozen Foods,151.505,OUT013,Supermarket Type1,2546.685
Medium,Tier 3,Low Fat,0.103693024,Baking Goods,149.905,OUT018,Supermarket Type2,2546.685
High,Tier 3,Low Fat,0.09698132,Health and Hygiene,116.3492,OUT013,Supermarket Type1,2548.6824
High,Tier 3,Low Fat,0.040911824,Soft Drinks,142.3154,OUT013,Supermarket Type1,2552.6772
Small,Tier 1,Low Fat,0.159936948,Frozen Foods,143.2154,OUT046,Supermarket Type1,2552.6772
High,Tier 3,Regular,0.012447775,Meat,197.611,OUT013,Supermarket Type1,2553.343
Small,Tier 1,Regular,0.024404558,Fruits and Vegetables,198.311,OUT046,Supermarket Type1,2553.343
High,Tier 3,Low Fat,0.090486828,Household,195.211,OUT013,Supermarket Type1,2553.343
Medium,Tier 3,Low Fat,0.0,Canned,181.2292,OUT018,Supermarket Type2,2554.0088
High,Tier 3,Low Fat,0.053822086,Fruits and Vegetables,183.8292,OUT013,Supermarket Type1,2554.0088
Small,Tier 2,Regular,0.142383847,Starchy Foods,172.3448,OUT035,Supermarket Type1,2556.672
Medium,Tier 3,Regular,0.027458099,Canned,158.792,OUT018,Supermarket Type2,2556.672
Medium,Tier 1,Low Fat,0.050130529,Health and Hygiene,128.3336,OUT049,Supermarket Type1,2556.672
Small,Tier 1,Regular,0.035151215,Fruits and Vegetables,171.8448,OUT046,Supermarket Type1,2556.672
High,Tier 3,Low Fat,0.053980686,Seafood,196.8768,OUT013,Supermarket Type1,2561.9984
Small,Tier 1,Regular,0.06893834,Fruits and Vegetables,196.4768,OUT046,Supermarket Type1,2561.9984
Small,Tier 2,Low Fat,0.027271252,Household,171.6106,OUT035,Supermarket Type1,2566.659
Small,Tier 2,Low Fat,0.039238384,Household,152.8366,OUT035,Supermarket Type1,2569.3222
Small,Tier 2,Regular,0.014822802,Fruits and Vegetables,234.0958,OUT035,Supermarket Type1,2570.6538
Medium,Tier 1,Regular,0.083643716,Canned,196.0426,OUT049,Supermarket Type1,2570.6538
Small,Tier 1,Regular,0.121632721,Baking Goods,60.622,OUT046,Supermarket Type1,2576.646
Medium,Tier 1,Regular,0.137858955,Frozen Foods,162.1236,OUT049,Supermarket Type1,2577.9776
Small,Tier 1,Regular,0.009058845,Canned,103.399,OUT046,Supermarket Type1,2579.975
Small,Tier 1,Low Fat,0.061101383,Soft Drinks,151.9024,OUT046,Supermarket Type1,2580.6408
Small,Tier 1,Low Fat,0.021250002,Soft Drinks,150.5024,OUT046,Supermarket Type1,2580.6408
Medium,Tier 3,Low Fat,0.0,Health and Hygiene,150.3024,OUT018,Supermarket Type2,2580.6408
High,Tier 3,Low Fat,0.006754117,Others,122.173,OUT013,Supermarket Type1,2586.633
Small,Tier 1,Low Fat,0.052209303,Health and Hygiene,122.373,OUT046,Supermarket Type1,2586.633
Small,Tier 2,Low Fat,0.177236497,Household,172.3422,OUT035,Supermarket Type1,2586.633
Small,Tier 1,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,Supermarket Type1,2586.633
High,Tier 3,Low Fat,0.020680499,Breads,197.2742,OUT013,Supermarket Type1,2587.9646
Small,Tier 1,Low Fat,0.104230135,Health and Hygiene,259.5278,OUT046,Supermarket Type1,2603.278
Medium,Tier 1,Low Fat,0.011838464,Household,155.134,OUT049,Supermarket Type1,2603.278
Small,Tier 1,Low Fat,0.028417272,Dairy,154.534,OUT046,Supermarket Type1,2603.278
Small,Tier 2,Low Fat,0.027164679,Canned,152.334,OUT035,Supermarket Type1,2603.278
High,Tier 3,Low Fat,0.074553522,Snack Foods,91.883,OUT013,Supermarket Type1,2606.607
Small,Tier 2,Low Fat,0.093278912,Snack Foods,118.7124,OUT035,Supermarket Type1,2607.2728
Small,Tier 1,Low Fat,0.0,Canned,118.8124,OUT046,Supermarket Type1,2607.2728
Medium,Tier 3,Regular,0.080968973,Frozen Foods,259.7936,OUT018,Supermarket Type2,2609.936
Medium,Tier 1,Low Fat,0.029827665,Soft Drinks,144.3444,OUT049,Supermarket Type1,2612.5992
Small,Tier 2,Low Fat,0.037901581,Starchy Foods,126.3046,OUT035,Supermarket Type1,2614.5966
Small,Tier 1,Regular,0.106327251,Fruits and Vegetables,172.8396,OUT046,Supermarket Type1,2616.594
Small,Tier 1,Low Fat,0.071077939,Soft Drinks,114.2518,OUT046,Supermarket Type1,2618.5914
Small,Tier 2,Low Fat,0.0,Fruits and Vegetables,185.1898,OUT035,Supermarket Type1,2619.2572
Medium,Tier 3,Regular,0.048883854,Starchy Foods,185.7898,OUT018,Supermarket Type2,2619.2572
Small,Tier 1,Low Fat,0.120497266,Household,162.2868,OUT046,Supermarket Type1,2620.5888
Medium,Tier 3,Regular,0.047449835,Snack Foods,118.1782,OUT018,Supermarket Type2,2621.9204
Medium,Tier 3,Low Fat,0.076036381,Household,153.9656,OUT018,Supermarket Type2,2625.9152
Small,Tier 2,Low Fat,0.031145743,Household,173.6054,OUT035,Supermarket Type1,2626.581
High,Tier 3,Regular,0.037668051,Dairy,126.7704,OUT013,Supermarket Type1,2628.5784
Medium,Tier 3,Low Fat,0.037841362,Snack Foods,125.2704,OUT018,Supermarket Type2,2628.5784
Small,Tier 2,Low Fat,0.039569689,Snack Foods,165.9526,OUT035,Supermarket Type1,2631.2416
Small,Tier 2,Regular,0.030563449,Fruits and Vegetables,114.4176,OUT035,Supermarket Type1,2633.9048
Small,Tier 2,Low Fat,0.0,Starchy Foods,119.244,OUT035,Supermarket Type1,2636.568
Small,Tier 2,Low Fat,0.034467286,Health and Hygiene,96.7726,OUT035,Supermarket Type1,2642.5602
Small,Tier 1,Low Fat,0.012448294,Fruits and Vegetables,188.2872,OUT046,Supermarket Type1,2647.2208
Medium,Tier 3,Regular,0.014270394,Snack Foods,187.3872,OUT018,Supermarket Type2,2647.2208
Small,Tier 1,Low Fat,0.005235143,Dairy,265.8884,OUT046,Supermarket Type1,2649.884
Medium,Tier 3,Regular,0.011026594,Snack Foods,166.4842,OUT018,Supermarket Type2,2652.5472
Medium,Tier 1,Low Fat,0.041355366,Household,88.7514,OUT049,Supermarket Type1,2656.542
Medium,Tier 3,Low Fat,0.012659235,Snack Foods,140.718,OUT018,Supermarket Type2,2656.542
Medium,Tier 1,Regular,0.009954237,Snack Foods,158.263,OUT049,Supermarket Type1,2659.871
Medium,Tier 3,Low Fat,0.137786856,Snack Foods,157.763,OUT018,Supermarket Type2,2659.871
